Anzahl Random;Number of Records;Geschlecht (group);Befragungsjahr;Schultyp;Alter;Geschlecht;GefallenSchule;AendernSchule;Lieblingsfach;Berufswunsch;SorgenSchule;SorgenAusbildung;SorgenFamilie;SorgenBeziehung;SorgenFinanzen;SorgenGesundheit;Wohnortwunsch
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Keine Angabe;keine Angabe;Keine Angabe;Nahrung;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Region Basel
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Eher gut;längere Pausen;Ein anderes Fach;Planung, Konstruktion;Nein;Nein;Nein;Keine Angabe;Nein;Nein;New York
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Sehr gut;nichts;Mathematik;Holz, Innenausbau;Ja;Ja;Ja;Überhaupt nicht;Ja;Ja;Region Basel
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Mensa;Ein anderes Fach;Kultur;Ja;Ja;Nein;Überhaupt nicht;Nein;Ja;Bosnien
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Keine Angabe;keine Angabe;Keine Angabe;Nahrung;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Region Basel
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;farbigere Schule;Ein anderes Fach;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Türkei
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;keine Angabe;Ein anderes Fach;Bildung, Soziales;Ja;Ja;Nein;Sehr stark;Nein;Nein;London
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Englisch;Planung, Konstruktion;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Bosnien
1;1;Weiblich;2009;Weiterbildungsschule;15 bis 17 Jahre;Weiblich;Eher gut;eigenes Klassenzimmer;Musik;Schönheit, Sport;Ja;Nein;Nein;Sehr stark;Nein;Nein;Ägypten
1;1;Weiblich;2009;Weiterbildungsschule;15 bis 17 Jahre;Weiblich;Sehr gut;Mensa;Musik;Gesundheit;Ja;Ja;Nein;Überhaupt nicht;Ja;Nein;weiss nicht
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Sehr gut;nichts;Englisch;Gestaltung, Kunst;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;Phoenix
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;keine Angabe;Mathematik;Nahrung;Ja;Ja;Nein;Überhaupt nicht;Nein;Ja;Norwegen
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;WCs;Französisch;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Portugal
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Sehr gut;Mensa;Englisch;Wirtschaft, Verwaltung;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;Türkei
1;1;Männlich;2009;Gymnasium;> 18 Jahre;Männlich;Eher gut;Mensa;Ein anderes Fach;Gesundheit;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;New York
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Sehr gut;keine Angabe;Sport;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;am Meer/ auf einer Insel
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Eher gut;keine Angabe;Sport;Keine Angabe;Ja;Nein;Nein;Sehr stark;Nein;Nein;Miami
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Keine Angabe;keine Angabe;Keine Angabe;Nahrung;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Madagaskar
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;keine Angabe;Sport;Bildung, Soziales;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Mazedonien
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Pausenplatz;Sport;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Hawaii
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;keine Angabe;Deutsch;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Ja;Region Basel
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher nicht gut;strenge Regeln;Musik;Schönheit, Sport;Ja;Ja;Nein;Eher stark;Ja;Nein;Region Basel
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Keine Angabe;Klassenklima/ Umgang in Klasse;Deutsch;Keine Angabe;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;Amerika
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher nicht gut;Lehrer erneuern/ wechseln;Ein anderes Fach;Kultur;Ja;Ja;Nein;Überhaupt nicht;Ja;Nein;Region Basel
1;1;Weiblich;2009;Weiterbildungsschule;15 bis 17 Jahre;Weiblich;Sehr gut;anderes;Mathematik;Verkehr, Logistik;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Miami
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Mensa;Musik;Wirtschaft, Verwaltung;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Schweiz
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Eher gut;Mensa;Sport;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;Keine Angabe
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Eher gut;längere Pausen;Sport;Keine Angabe;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;kein Französisch mehr;Deutsch;Keine Angabe;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;anderes
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;nicht so streng;Englisch;Wirtschaft, Verwaltung;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Eher gut;gewisse Schulfächer;Sport;Keine Angabe;Ja;Nein;Nein;Eher nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Weiterbildungsschule;15 bis 17 Jahre;Weiblich;Sehr gut;anderes;Mathematik;Schönheit, Sport;Ja;Ja;Ja;Überhaupt nicht;Ja;Ja;Region Basel
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;längere Pausen;Mathematik;Keine Angabe;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;nichts;Ein anderes Fach;Kultur;Ja;Ja;Nein;Überhaupt nicht;Nein;Ja;Portugal
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;nichts;Sport;Planung, Konstruktion;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;Los Angeles
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;nichts;Französisch;Planung, Konstruktion;Ja;Ja;Ja;Überhaupt nicht;Nein;Ja;Hawaii
1;1;Weiblich;2009;Weiterbildungsschule;15 bis 17 Jahre;Weiblich;Eher gut;nichts;Ein anderes Fach;Schönheit, Sport;Ja;Ja;Nein;Eher nicht;Nein;Nein;Kroatien
1;1;Weiblich;2009;Weiterbildungsschule;15 bis 17 Jahre;Weiblich;Eher gut;weniger Tests/besser verteilt;Musik;Keine Angabe;Ja;Ja;Ja;Eher stark;Nein;Nein;Portugal
1;1;Männlich;2009;Weiterbildungsschule;Keine Angabe;Männlich;Eher nicht gut;Gewalt/ Streit verhindern;Sport;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2009;Weiterbildungsschule;Keine Angabe;Männlich;Eher gut;nichts;Sport;Wirtschaft, Verwaltung;Ja;Nein;Nein;Eher nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Weiterbildungsschule;15 bis 17 Jahre;Weiblich;Eher gut;strenge Regeln;Englisch;Keine Angabe;Nein;Ja;Nein;Eher nicht;Nein;Nein;Costa Rica
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Eher gut;keine Angabe;Ein anderes Fach;Kultur;Ja;Nein;Ja;Eher stark;Nein;Nein;Miami
1;1;Männlich;2009;Weiterbildungsschule;15 bis 17 Jahre;Männlich;Eher nicht gut;Rauchproblem;Sport;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Amerika
1;1;Weiblich;2009;Weiterbildungsschule;15 bis 17 Jahre;Weiblich;Eher gut;keine Angabe;Sport;Keine Angabe;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;Amerika
1;1;Männlich;2009;Weiterbildungsschule;15 bis 17 Jahre;Männlich;Sehr gut;WCs;Mathematik;Keine Angabe;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;Amsterdam
1;1;Männlich;2009;Weiterbildungsschule;15 bis 17 Jahre;Männlich;Sehr gut;langsamer/ einfacher;Sport;Natur;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Kanton Wallis
1;1;Weiblich;2009;Weiterbildungsschule;Keine Angabe;Weiblich;Eher gut;weniger Tests/besser verteilt;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2009;Weiterbildungsschule;15 bis 17 Jahre;Männlich;Sehr gut;keine Angabe;Deutsch;Keine Angabe;Ja;Ja;Nein;Eher nicht;Ja;Nein;Kanton St. Gallen
1;1;Weiblich;2009;Weiterbildungsschule;15 bis 17 Jahre;Weiblich;Eher gut;strenge Regeln;Ein anderes Fach;Chemie, Physik;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;New York
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Eher gut;weniger Tests/besser verteilt;Ein anderes Fach;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Weiterbildungsschule;Keine Angabe;Weiblich;Gar nicht gut;Mensa;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Sehr stark;Nein;Nein;Region Basel
1;1;Männlich;2009;Weiterbildungsschule;15 bis 17 Jahre;Männlich;Eher gut;nichts;Keine Angabe;Keine Angabe;Nein;Ja;Nein;Eher stark;Nein;Nein;Afrika
1;1;Männlich;2009;Weiterbildungsschule;15 bis 17 Jahre;Männlich;Eher gut;strenge Regeln;Ein anderes Fach;Gestaltung, Kunst;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;New York
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Sehr gut;keine Angabe;Mathematik;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;anderes
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Sehr gut;keine Angabe;Sport;Holz, Innenausbau;Ja;Ja;Ja;Überhaupt nicht;Ja;Ja;anderes
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Sehr gut;Mensa;Französisch;Keine Angabe;Ja;Ja;Ja;Überhaupt nicht;Nein;Ja;Serbien
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Keine Angabe;weniger Tests/besser verteilt;Sport;Wirtschaft, Verwaltung;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Serbien
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Sehr gut;farbigere Schule;Deutsch;Schönheit, Sport;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;New York
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;keine Angabe;Englisch;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;Italien
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;weniger Tests/besser verteilt;Deutsch;Verkehr, Logistik;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;Kroatien
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Eher gut;keine Angabe;Sport;Verkauf;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;gewisse Schulfächer;Sport;Keine Angabe;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;Spanien
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;gewisse Schulfächer;Ein anderes Fach;Keine Angabe;Nein;Ja;Nein;Eher nicht;Nein;Nein;Tokio
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;keine Angabe;Englisch;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Griechenland
1;1;Männlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Männlich;Eher gut;weniger lernen;Sport;Schönheit, Sport;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Weiterbildungsschule;15 bis 17 Jahre;Weiblich;Eher gut;keine Angabe;Sport;Schönheit, Sport;Ja;Ja;Ja;Eher nicht;Nein;Ja;Los Angeles
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Eher gut;farbigere Schule;Mathematik;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Belgrad
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;längere Pausen;Sport;Wirtschaft, Verwaltung;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Los Angeles
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Unterrichtsart (mehr praktischer Unterricht);Französisch;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Afrika
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;keine Angabe;Sport;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Gar nicht gut;strenge Regeln;Sport;Fahrzeuge;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;gewisse Schulfächer;Französisch;Kultur;Ja;Ja;Ja;Keine Angabe;Nein;Ja;Region Basel
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Eher gut;keine Angabe;Sport;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;anderes
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;nichts;Sport;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Musik;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Eher gut;farbigere Schule;Sport;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;Karibik
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;keine Angabe;Deutsch;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Berlin
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Eher gut;nicht so streng;Sport;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Kalifornien
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Ein anderes Fach;Gesundheit;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;Mensa;Sport;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Thailand
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Französisch;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Los Angeles
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Eher gut;nichts;Sport;Schönheit, Sport;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Eher gut;keine Angabe;Sport;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;keine Angabe;Ein anderes Fach;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Kanton Bern
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Eher gut;Ausländer/Integration;Sport;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Eher gut;Mensa;Sport;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Mensa;Französisch;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;farbigere Schule;Mathematik;Gesundheit;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Amerika
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Französisch;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Eher gut;nichts;Sport;Keine Angabe;Nein;Nein;Ja;Überhaupt nicht;Nein;Nein;Spanien
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Sehr gut;keine Angabe;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Italien
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Eher gut;Ausländer/Integration;Französisch;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;New York
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Sehr gut;farbigere Schule;Sport;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Portugal
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Sehr gut;nicht so streng;Deutsch;Wirtschaft, Verwaltung;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Amerika
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Pausenplatz;Sport;Verkauf;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Madagaskar
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;weniger Schule;Deutsch;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;weniger Schule;Deutsch;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;Pausenplatz;Französisch;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Mazedonien
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;keine Angabe;Mathematik;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Kosovo
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;Pausenplatz;Ein anderes Fach;Keine Angabe;Ja;Ja;Nein;Eher nicht;Nein;Ja;Kanton Bern
1;1;Männlich;2009;Orientierungsschule;11 bis 14 Jahre;Männlich;Sehr gut;weniger Tests/besser verteilt;Sport;Gesundheit;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Las Vegas
1;1;Keine Angabe;2009;Orientierungsschule;Keine Angabe;Keine Angabe;Sehr gut;Klassenklima/ Umgang in Klasse;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Region Basel
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;farbigere Schule;Deutsch;Schönheit, Sport;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Kosovo
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;Ausländer/Integration;Deutsch;Keine Angabe;Ja;Ja;Ja;Überhaupt nicht;Ja;Nein;Australien
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;weniger lernen;Musik;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;New York
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher nicht gut;längere Pausen;Musik;Keine Angabe;Nein;Ja;Nein;Eher stark;Ja;Nein;Neuseeland
1;1;Männlich;2009;Gymnasium;11 bis 14 Jahre;Männlich;Eher gut;weniger lernen;Musik;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Sehr gut;Gewalt/ Streit verhindern;Ein anderes Fach;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Frankreich
1;1;Weiblich;2009;Gymnasium;Keine Angabe;Weiblich;Eher gut;Leistungsdruck verringern;Englisch;Natur;Ja;Ja;Ja;Eher nicht;Nein;Nein;England
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Sehr gut;WCs;Englisch;Bildung, Soziales;Nein;Nein;Nein;Eher stark;Nein;Ja;Kanada
1;1;Männlich;2009;Gymnasium;11 bis 14 Jahre;Männlich;Eher gut;Pausenplatz;Musik;Keine Angabe;Ja;Nein;Nein;Eher nicht;Nein;Nein;Keine Angabe
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;weniger Hausaufgaben;Sport;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Hawaii
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Eher gut;weniger lernen;Musik;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Kanton Wallis
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Eher gut;weniger lernen;Musik;Natur;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Kanton Tessin
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Musik;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;weiss nicht
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Eher gut;keine Angabe;Ein anderes Fach;Wirtschaft, Verwaltung;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Keine Angabe
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Eher gut;weniger Hausaufgaben;Musik;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;New York
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Gewalt/ Streit verhindern;Musik;Gesundheit;Nein;Nein;Nein;Eher nicht;Nein;Nein;Keine Angabe
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;Gewalt/ Streit verhindern;Ein anderes Fach;Keine Angabe;Nein;Ja;Nein;Eher nicht;Nein;Nein;Amsterdam
1;1;Männlich;2009;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;weniger lernen;Sport;Keine Angabe;Ja;Nein;Nein;Sehr stark;Nein;Nein;Kanton Graubünden
1;1;Männlich;2009;Gymnasium;11 bis 14 Jahre;Männlich;Eher gut;Organisation/ System verbessern;Ein anderes Fach;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Eher gut;längere Pausen;Musik;Wirtschaft, Verwaltung;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Norwegen
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Sehr gut;Rauchproblem;Englisch;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;Australien
1;1;Männlich;2009;Gymnasium;11 bis 14 Jahre;Männlich;Sehr gut;Gewalt/ Streit verhindern;Sport;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2009;Gymnasium;> 18 Jahre;Männlich;Eher gut;Ferien (mehr und länger) (Weihnachtsferien);Ein anderes Fach;Keine Angabe;Ja;Ja;Ja;Sehr stark;Ja;Nein;weiss nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;keine Angabe;Keine Angabe;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Ja;Nein;Italien
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Gewalt/ Streit verhindern;Ein anderes Fach;Keine Angabe;Nein;Ja;Ja;Eher nicht;Ja;Nein;Wien
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;weniger Schule;Ein anderes Fach;Keine Angabe;Ja;Ja;Nein;Eher nicht;Nein;Nein;Region Basel
1;1;Männlich;2009;Gymnasium;> 18 Jahre;Männlich;Eher nicht gut;Leistungsdruck verringern;Ein anderes Fach;Keine Angabe;Ja;Nein;Nein;Eher nicht;Nein;Nein;Region Basel
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;keine Angabe;Ein anderes Fach;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Region Basel
